update,episodes,frames,FPS,duration,return_mean,return_std,return_min,return_max,success_rate,reshaped_return_mean,reshaped_return_std,reshaped_return_min,reshaped_return_max,reshaped_return_bonus_mean,reshaped_return_bonus_std,reshaped_return_bonus_min,reshaped_return_bonus_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,loss,grad_norm
223,4442,570880,72.56691022503631,7882,0.008508300874382257,0.048536063870806265,0.0,0.33203125,0.03125,0.170166015625,0.9707212695876339,0.0,6.640625,0.0,0.0,0.0,0.0,127.234375,4.519894175683209,95.0,128.0,1.9130463212728501,0.05015723137184977,0.011265464348252863,0.0012781323355739007,-0.0072259323205798864,0.04651491343975067
224,4482,573440,72.59395331405565,7917,0.0033203125931322575,0.026354164189271816,0.0,0.21250000596046448,0.015625,0.06640625,0.5270832690011489,0.0,4.25,0.0,0.0,0.0,0.0,127.75,1.984313483298443,112.0,128.0,1.915323767066002,0.023109774966724214,0.01997859333641827,0.0022257241143961437,0.001938218018040061,0.0286897961050272
225,4491,576000,72.71005539678252,7952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9189139008522034,0.011002822150476276,0.003964191570412367,0.001044277108303504,-0.014702807646244764,0.02147775236517191
226,4503,578560,72.22113741903453,7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9180186629295348,0.01033152467571199,0.0025204206889611665,0.0002952898772491608,-0.01651212014257908,0.00659976527094841
227,4513,581120,72.71860044827642,8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9181267023086548,0.007793310307897627,0.0027318787346302994,0.0005367184638089384,-0.016181029845029116,0.012199558783322573
228,4553,583680,72.40274793902113,8058,0.01254882849752903,0.09960323834898638,0.0,0.8031250238418579,0.015625,0.2509765625,1.9920647078425775,0.0,16.0625,0.0,0.0,0.0,0.0,126.4375,12.401959270615269,28.0,128.0,1.9204486876726152,0.07680345382541418,-0.1400572991115041,1.686777274357155,0.6841268644202501,0.3121083155274391
229,4566,586240,72.46322270264983,8093,0.01254882849752903,0.09960323834898638,0.0,0.8031250238418579,0.015625,0.2509765625,1.9920647078425775,0.0,16.0625,0.0,0.0,0.0,0.0,126.4375,12.401959270615269,28.0,128.0,1.9209948122501372,0.05145669374614954,0.016208249772898854,0.0009441718568268698,-0.002529611927457154,0.023055780678987503
230,4576,588800,72.45719199874863,8129,0.01254882849752903,0.09960323834898638,0.0,0.8031250238418579,0.015625,0.2509765625,1.9920647078425775,0.0,16.0625,0.0,0.0,0.0,0.0,126.4375,12.401959270615269,28.0,128.0,1.920470494031906,0.031304850010201335,0.012441844277782365,0.0008272913266409887,-0.00634921393066179,0.025711824651807547
231,4613,591360,72.3182143661417,8164,0.01254882849752903,0.09960323834898635,0.0,0.8031250238418579,0.015625,0.2509765625,1.9920647078425775,0.0,16.0625,0.0,0.0,0.0,0.0,126.4375,12.401959270615269,28.0,128.0,1.919132450222969,0.018017208972014486,0.01035270415013656,0.0012117923917685403,-0.0082327239215374,0.019668975844979286
232,4629,593920,72.19465432620288,8200,0.01145019568502903,0.09088311073683501,0.0,0.7328125238418579,0.015625,0.22900390625,1.8176621555995502,0.0,14.65625,0.0,0.0,0.0,0.0,126.59375,11.16176334355374,38.0,128.0,1.9180762410163879,0.042355102766305205,-0.047256735782139,0.6954080284165683,0.28126652259379625,0.1594679169356823
233,4640,596480,72.62048758892722,8235,0.01145019568502903,0.09088311073683501,0.0,0.7328125238418579,0.015625,0.22900390625,1.8176621555995502,0.0,14.65625,0.0,0.0,0.0,0.0,126.59375,11.16176334355374,38.0,128.0,1.9174003273248674,0.05787837700918316,0.011518230906222015,0.0023754172492772337,-0.006468063220381737,0.0582088902592659
234,4677,599040,72.64739171956593,8270,0.02180175855755806,0.12154604383556952,0.0,0.7328125238418579,0.03125,0.43603515625,2.4309207938537614,0.0,14.65625,0.0,0.0,0.0,0.0,125.34375,14.815763089949163,38.0,128.0,1.9177391946315765,0.1004901507869363,-0.07675325465388595,1.0224634199170395,0.41530105751007795,0.22140631824731827
235,4692,601600,64.99095775962324,8310,0.01035156287252903,0.08216298312468368,0.0,0.6625000238418579,0.015625,0.20703125,1.643259603356523,0.0,13.25,0.0,0.0,0.0,0.0,126.75,9.921567416492215,48.0,128.0,1.914112776517868,0.08838545251637697,0.023801313061267138,0.002863699980662204,0.006092035910114646,0.03715372737497091
236,4703,604160,71.84055841644661,8345,0.01035156287252903,0.08216298312468368,0.0,0.6625000238418579,0.015625,0.20703125,1.643259603356523,0.0,13.25,0.0,0.0,0.0,0.0,126.75,9.921567416492215,48.0,128.0,1.9114426583051682,0.058344023209065204,0.01681418598163873,0.0006907127033628057,-0.0019548837444745004,0.023570342920720577
237,4739,606720,70.7829107031267,8381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9118348240852356,0.029704421758651733,0.025672047818079594,0.0016495112562552095,0.007378454931313172,0.012669678777456284
238,4754,609280,71.73879383904217,8417,0.01156005822122097,0.09175511758433513,0.0,0.7398437261581421,0.015625,0.231201171875,1.835102410823853,0.0,14.796875,0.0,0.0,0.0,0.0,126.578125,11.285782936259894,37.0,128.0,1.90992970764637,0.074045152310282,-0.12542706346139312,1.4554193970165217,0.5831833679694682,0.20057736337184906
239,4765,611840,72.33896628942122,8452,0.01156005822122097,0.09175511758433513,0.0,0.7398437261581421,0.015625,0.231201171875,1.835102410823853,0.0,14.796875,0.0,0.0,0.0,0.0,126.578125,11.285782936259894,37.0,128.0,1.906346508860588,0.061736670695245265,0.015499812876805664,0.0023132399306632578,-0.0024070319486781955,0.03488905169069767
240,4803,614400,72.27068035628373,8488,0.01156005822122097,0.09175511758433512,0.0,0.7398437261581421,0.015625,0.231201171875,1.835102410823853,0.0,14.796875,0.0,0.0,0.0,0.0,126.578125,11.285782936259894,37.0,128.0,1.9067962318658829,0.02126086479984224,0.024333074083551766,0.001982668039272539,0.006256447406485677,0.021939522121101618
241,4815,616960,72.17414471558902,8523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9098681807518005,0.009492204332491382,0.008553019922692329,0.0006887492127134465,-0.010201286524534225,0.018095972947776318
242,4826,619520,72.35792056113326,8559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9097050815820693,0.0028263385320315138,0.0009316969662904742,0.0004691400436058757,-0.017930781468749046,0.008640841348096728
243,4836,622080,72.57630956034137,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9103126317262649,-0.00183907144528348,0.0018556558326963566,0.00029693032574868995,-0.017099004238843918,0.00969341304153204
244,4874,624640,72.71279798532515,8629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9118867188692095,-0.004539265783387236,-0.0005189605559280607,0.000318265601163148,-0.01947869546711445,0.008769411593675613
245,4890,627200,72.38145001152382,8665,0.009143066592514515,0.0725708412728884,0.0,0.585156261920929,0.015625,0.182861328125,1.451416795889193,0.0,11.703125,0.0,0.0,0.0,0.0,126.921875,8.557351896724535,59.0,128.0,1.9136239886283875,0.06323196562007069,-0.09599194032016385,0.8566422605421394,0.3131929272785783,0.15627358108758926
246,4899,629760,72.2640338394369,8700,0.009143066592514515,0.07257084127288842,0.0,0.585156261920929,0.015625,0.182861328125,1.451416795889193,0.0,11.703125,0.0,0.0,0.0,0.0,126.921875,8.557351896724535,59.0,128.0,1.9127645462751388,0.07428034376353025,0.014783260133117437,0.0021808489080285655,-0.003253960283473134,0.05009608715772629
247,4934,632320,72.48004972705915,8735,0.009143066592514515,0.07257084127288843,0.0,0.585156261920929,0.015625,0.182861328125,1.451416795889193,0.0,11.703125,0.0,0.0,0.0,0.0,126.921875,8.557351896724535,59.0,128.0,1.910672876238823,0.052103014476597306,0.02292881372850388,0.0018868179031414911,0.004765494028106332,0.01656924281269312
248,4952,634880,72.4254316074275,8771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9097983092069626,0.03688667500391603,0.009622533421497792,0.0008296679588966072,-0.009060615440830588,0.015815035905689
249,4963,637440,72.53270755205696,8806,0.009472656063735485,0.07518687659967631,0.0,0.606249988079071,0.015625,0.189453125,1.5037375615621014,0.0,12.125,0.0,0.0,0.0,0.0,126.875,8.929410674842993,56.0,128.0,1.9122313648462295,0.07368881301954389,-0.06483608445560095,0.6889348692202475,0.2605090085417032,0.20769258216023445
250,4998,640000,72.66834088579995,8841,0.009472656063735485,0.07518687659967632,0.0,0.606249988079071,0.015625,0.189453125,1.5037375615621014,0.0,12.125,0.0,0.0,0.0,0.0,126.875,8.929410674842993,56.0,128.0,1.9137998133897782,0.0772156197577715,0.03391972305253148,0.0071183968335390094,0.01834092289209366,0.0943368412554264
251,5013,642560,72.79681196417579,8876,0.009472656063735485,0.07518687659967632,0.0,0.606249988079071,0.015625,0.189453125,1.5037375615621014,0.0,12.125,0.0,0.0,0.0,0.0,126.875,8.929410674842993,56.0,128.0,1.9147709161043167,0.040862015821039675,0.016313643474131823,0.0011516115846461616,-0.002258259482914582,0.040658374316990376
252,5027,645120,72.72807803927483,8912,0.0066162110306322575,0.0525145470257259,0.0,0.4234375059604645,0.015625,0.13232421875,1.0502909257302306,0.0,8.46875,0.0,0.0,0.0,0.0,127.28125,5.7049012644830235,82.0,128.0,1.9128107488155366,0.08144213818013668,-0.05771962713915855,0.447617070178967,0.14696080738212913,0.2273576259613037
253,5060,647680,72.91749637053157,8947,0.0066162110306322575,0.052514547025725895,0.0,0.4234375059604645,0.015625,0.13232421875,1.0502909257302306,0.0,8.46875,0.0,0.0,0.0,0.0,127.28125,5.7049012644830235,82.0,128.0,1.9116711258888244,0.08691978882998228,0.03809791235253215,0.0060129316640086476,0.021987667307257652,0.09558579698204994
254,5074,650240,72.93899899487765,8982,0.0066162110306322575,0.052514547025725895,0.0,0.4234375059604645,0.015625,0.13232421875,1.0502909257302306,0.0,8.46875,0.0,0.0,0.0,0.0,127.28125,5.7049012644830235,82.0,128.0,1.9103463351726533,0.044177773501724006,0.02397113125771284,0.00317533093621023,0.006455333437770605,0.03533139079809189
255,5089,652800,72.88777042239067,9017,0.008923339657485485,0.07082681279360063,0.0,0.571093738079071,0.015625,0.178466796875,1.4165362854405876,0.0,11.421875,0.0,0.0,0.0,0.0,126.953125,8.30931271131223,61.0,128.0,1.9132817327976226,0.055907463748008014,-0.04384120011236518,0.5056219728750876,0.18983696959912777,0.15463343635201454
