update,episodes,frames,FPS,duration,return_mean,return_std,return_min,return_max,success_rate,reshaped_return_mean,reshaped_return_std,reshaped_return_min,reshaped_return_max,reshaped_return_bonus_mean,reshaped_return_bonus_std,reshaped_return_bonus_min,reshaped_return_bonus_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,loss,grad_norm
14,257,35840,72.2169712284387,497,0.00980224646627903,0.077802919318608,0.0,0.6273437738418579,0.015625,0.196044921875,1.5560583272350095,0.0,12.546875,0.0,0.0,0.0,0.0,126.828125,9.30146945296145,53.0,128.0,1.9298841595649718,-0.012223947892925935,-0.0006016878080117748,0.0006535954024002421,-0.019573732279241085,0.04834975302219391
15,258,38400,72.18671143820883,532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9308679819107055,-0.010785001295153052,-0.0029067530762404204,0.00027781217359006404,-0.022076526656746864,0.028415284119546413
16,320,40960,72.05139758732305,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9323371291160583,5.208815564401454e-05,-0.008827134472085163,0.0002872610231861472,-0.02800687775015831,0.022777186706662178
17,321,43520,72.50075121140816,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9356475472450256,0.007558530289679765,0.001919627801180468,0.00026901240744336974,-0.017302339896559715,0.021863381378352642
18,322,46080,72.14079491060704,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9367103576660156,0.005279280495597049,0.0020677846157923343,0.0002733037055804744,-0.017162667587399483,0.03519145492464304
19,322,48640,72.8814877914518,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9377004086971281,0.0008274114486994221,0.0010018034321547021,0.00010579879681245076,-0.018322301097214222,0.015033509582281113
20,384,51200,71.95427572013527,709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9379612743854522,-0.003941232393117389,0.0030592031245760157,0.00025128232155111616,-0.016194768249988556,0.022856219671666622
21,386,53760,72.41768744010236,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.938250294327736,-0.009158031083643436,-0.0004190673311313731,0.00022048747214284956,-0.019691324792802334,0.02200540341436863
22,386,56320,72.53873809224902,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.938678193092346,-0.007775346271228046,-0.002030987510443083,9.640366142775747e-05,-0.02136956714093685,0.015316220466047525
23,448,58880,72.01374105746004,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.939070674777031,0.0010012873986852354,-0.0005825487642141525,0.0003119310164038325,-0.019817288033664227,0.022889230400323868
24,450,61440,72.24376088374422,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9391680359840393,-0.0025360218220157552,-0.0010422427374578546,0.00011418652065913192,-0.020376826636493206,0.017545626033097506
25,450,64000,72.36428393892226,886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,1.9401523798704148,-0.0006115368567407133,-0.0001536344538180856,8.765594966462232e-05,-0.01951132994145155,0.016378229949623346
26,512,66560,71.93296898942911,922,0.00244140625,0.019378061360336356,0.0,0.15625,0.015625,0.048828125,0.38756122720672714,0.0,3.125,0.0,0.0,0.0,0.0,127.875,0.9921567416492215,120.0,128.0,1.9405563831329347,0.026278264517895875,-0.01520828327338677,0.04377037310623564,-0.012728660833090544,0.14834564179182053
27,514,69120,70.3799069777344,958,0.00244140625,0.019378061360336356,0.0,0.15625,0.015625,0.048828125,0.38756122720672714,0.0,3.125,0.0,0.0,0.0,0.0,127.875,0.9921567416492215,120.0,128.0,1.9380243122577667,0.009594194439705462,0.000746641210935195,0.0004032895456475671,-0.018431957811117172,0.03857082314789295
28,514,71680,70.48633803535766,995,0.00244140625,0.019378061360336356,0.0,0.15625,0.015625,0.048828125,0.38756122720672714,0.0,3.125,0.0,0.0,0.0,0.0,127.875,0.9921567416492215,120.0,128.0,1.9369687587022781,0.016955324867740273,0.001796856057626428,0.00015636916323273907,-0.01749464590102434,0.02261203620582819
